id,"Comp. Word",Frequency,"Grammatical Feature",Pronunciation,"English Translation",Position,Kanji,KanjiID
5760,画定,825,"light-verb -suru attached",kakutei,demarcation,R,定,1441
6472,仮定,643,"light-verb -suru attached",katei,assumption,R,定,1441
7519,既定,463,"general noun",kitei,default,R,定,1441
9321,評定,266,"light-verb -suru attached",hyoozyoo,council,R,定,1441
10792,約定,176,"light-verb -suru attached",yakuzyoo,agreement,R,定,1441
10915,国定,170,"general noun",kokutei,state-sponsored,R,定,1441
12368,剪定,116,"light-verb -suru attached",sentei,pruning,R,定,1441
12827,公定,102,"light-verb -suru attached",kootei,official,R,定,1441
13359,確定,88,"adjectival noun, na-adjective",kakutei,decision,R,定,1441
15096,人定,55,"general noun",zintei,"confirmation of somebody's identity",R,定,1441
15551,平定,49,"light-verb -suru attached",heitei,suppression,R,定,1441
16036,必定,43,"adjectival noun, na-adjective",hituzyoo,inevitably,R,定,1441
17917,同定,25,"light-verb -suru attached",dootei,identification,R,定,1441
17930,不定,25,"adjectival noun, na-adjective",hutei,uncertainty,R,定,1441
18310,限定,22,"adjectival noun, na-adjective",gentei,limit,R,定,1441
21014,比定,10,"light-verb -suru attached",hitei,hypothesis,R,定,1441
21160,欽定,9,"general noun",kintei,authorized,R,定,1441
21671,推定,8,"adjectival noun, na-adjective",suitei,presumption,R,定,1441
21698,禅定,8,"general noun",zenzyoo,dhyana-samadhi,R,定,1441
22140,措定,7,"light-verb -suru attached",sotei,assumption,R,定,1441
23210,鎮定,5,"light-verb -suru attached",tintei,suppression,R,定,1441
24708,入定,3,"light-verb -suru attached",nyuuzyoo,"entering a state of intense concentration",R,定,1441
3787,底力,1836,"general noun",sokozikara,"latent energy",L,底,1442
6839,底辺,571,"general noun",teihen,base,L,底,1442
7244,底流,507,"general noun",teiryuu,"bottom current",L,底,1442
11197,底値,158,"general noun",sokone,"bottom price",L,底,1442
13606,底面,83,"general noun",teimen,bottom,L,底,1442
17907,底本,25,"general noun",teihon,"original text",L,底,1442
20987,底意,10,"general noun",sokoi,"one's underlying motives or true intentions",L,底,1442
27276,底魚,1,"general noun",sokouo,"bottom-dwelling fish",L,底,1442
27277,底土,1,"general noun",sokotuti,subsoil,L,底,1442
928,徹底,12634,"light-verb -suru attached",tettei,thoroughness,R,底,1442
3175,海底,2420,"general noun",kaitei,"bottom of the ocean",R,底,1442
4008,根底,1643,"general noun",kontei,root,R,底,1442
8173,心底,376,"general noun",sinsoko,"one's innermost depths",R,底,1442
9009,奥底,292,"general noun",okusoko,depths,R,底,1442
9838,川底,230,"general noun",kawazoko,riverbed,R,底,1442
10470,船底,193,"general noun",hunasoko,"ship's bottom",R,底,1442
10966,湖底,168,"general noun",kotei,"bottom of a lake",R,底,1442
11769,厚底,135,"general noun",atuzoko,"thick-soled footwear, popular in the late 1990s",R,底,1442
12175,地底,122,"general noun",titei,"depths of the earth",R,底,1442
12272,水底,119,"general noun",minasoko,"sea or river bottom",R,底,1442
12635,眼底,107,"general noun",gantei,"fundus of the eye",R,底,1442
12636,基底,107,"general noun",kitei,base,R,底,1442
16108,鍋底,42,"general noun",nabezoko,"bottom of a pot",R,底,1442
16463,払底,38,"light-verb -suru attached",huttei,shortage,R,底,1442
18944,胸底,18,"general noun",kyootei,"the bottom of one's heart",R,底,1442
21788,平底,8,"general noun",hirazoko,"flat bottom",R,底,1442
23479,河底,4,"general noun",kawazoko,riverbed,R,底,1442
23751,上底,4,"general noun",agezoko,"false bottom",R,底,1442
24442,舟底,3,"general noun",hunasoko,"ship's bottom",R,底,1442
26769,糸底,1,"general noun",itozoko,"bottom rim of earthenware cup",R,底,1442
998,抵抗,11779,"light-verb -suru attached",teikoo,resistance,L,抵,1443
4343,抵触,1416,"light-verb -suru attached",teisyoku,collision,L,抵,1443
8103,抵当,384,"general noun",teitoo,mortgage,L,抵,1443
8602,大抵,332,"possible to use as an adverb",taitei,mostly,R,抵,1443
14093,大抵,72,"adjectival noun, na-adjective",taitei,mostly,R,抵,1443
7173,邸宅,518,"general noun",teitaku,mansion,L,邸,1444
597,官邸,19423,"general noun",kantei,"official residence",R,邸,1444
1717,公邸,6052,"general noun",kootei,"official residence",R,邸,1444
4706,私邸,1237,"general noun",sitei,"private residence",R,邸,1444
8939,豪邸,299,"general noun",gootei,"palatial residence",R,邸,1444
12532,別邸,111,"general noun",bettei,villa,R,邸,1444
16521,自邸,37,"general noun",zitei,"one's residence",R,邸,1444
17766,藩邸,26,"general noun",hantei,"residence maintained by a daimyo in Edo",R,邸,1444
21048,本邸,10,"general noun",hontei,"principal residence",R,邸,1444
8160,亭主,378,"general noun",teisyu,"household head",L,亭,1445
27273,亭々,1,"general noun",teitei,lofty,L,亭,1445
5371,料亭,964,"general noun",ryootei,ryotei,R,亭,1445
27213,池亭,1,"general noun",titei,"by a lake",R,亭,1445
15318,貞操,52,"general noun",teisoo,chastity,L,貞,1446
19034,貞淑,18,"adjectival noun, na-adjective",teisyuku,chastity,L,貞,1446
19241,貞節,17,"general noun",teisetu,chastity,L,貞,1446
20409,貞女,12,"general noun",teizyo,"virtuous woman",L,貞,1446
21329,貞節,9,"adjectival noun, na-adjective",teisetu,chastity,L,貞,1446
25713,貞淑,2,"general noun",teisyuku,chastity,L,貞,1446
27274,貞潔,1,"general noun",teiketu,chastity,L,貞,1446
16861,童貞,34,"general noun",dootei,virginity,R,貞,1446
17524,不貞,28,"adjectival noun, na-adjective",hutei,unfaithfulness,R,貞,1446
17929,不貞,25,"general noun",hutei,unfaithfulness,R,貞,1446
2961,帝国,2697,"general noun",teikoku,empire,L,帝,1447
8012,帝王,395,"general noun",teioo,sovereign,L,帝,1447
10120,帝政,212,"general noun",teisei,"imperial government",L,帝,1447
10437,帝都,195,"general noun",teito,"imperial capital",L,帝,1447
19662,帝室,15,"general noun",teisitu,"Imperial Family",L,帝,1447
19905,帝位,14,"general noun",teii,"the throne",L,帝,1447
22182,帝廟,7,"general noun",teibyoo,"imperial mausoleum",L,帝,1447
23877,帝釈,4,"general noun",taisyaku,"Sakra devanam Indra",L,帝,1447
5101,皇帝,1072,"general noun",kootei,emperor,R,帝,1447
13337,大帝,89,"general noun",taitei,"great emperor",R,帝,1447
20146,天帝,13,"general noun",tentei,Lord,R,帝,1447
23795,先帝,4,"general noun",sentei,"the late emperor",R,帝,1447
25492,上帝,2,"general noun",zyootei,Shangti,R,帝,1447
25797,廃帝,2,"general noun",haitei,"dethroned emperor or king",R,帝,1447
1760,訂正,5862,"light-verb -suru attached",teisei,correction,L,訂,1448
4985,改訂,1115,"light-verb -suru attached",kaitei,revision,R,訂,1448
14632,校訂,62,"light-verb -suru attached",kootei,revision,R,訂,1448
22533,修訂,6,"light-verb -suru attached",syuutei,correction,R,訂,1448
4099,庭園,1584,"general noun",teien,garden,L,庭,1449
8704,庭先,322,"general noun",niwasaki,"in the garden",L,庭,1449
10948,庭木,169,"general noun",niwaki,"garden tree",L,庭,1449
12986,庭師,98,"general noun",niwasi,gardener,L,庭,1449
13902,庭球,76,"general noun",teikyuu,tennis,L,庭,1449
15245,庭石,53,"general noun",niwaisi,"garden stone",L,庭,1449
17050,庭訓,32,"general noun",teikin,"home education",L,庭,1449
466,家庭,23975,"general noun",katei,home,R,庭,1449
5382,校庭,959,"general noun",kootei,schoolyard,R,庭,1449
6370,中庭,667,"general noun",nakaniwa,courtyard,R,庭,1449
10000,裏庭,220,"general noun",uraniwa,"rear garden",R,庭,1449
11116,前庭,161,"general noun",zentei,"front garden",R,庭,1449
15775,箱庭,46,"general noun",hakoniwa,"miniature garden",R,庭,1449
18218,南庭,23,"general noun",nantei,"grounds south of a building",R,庭,1449
20671,築庭,11,"general noun",tikutei,"landscape gardening",R,庭,1449
24698,内庭,3,"general noun",utiniwa,"inner court",R,庭,1449
26214,営庭,1,"general noun",eitei,"open space within a barracks compound",R,庭,1449
27220,茶庭,1,"general noun",tyatei,"teahouse garden",R,庭,1449
10785,逓信,176,"general noun",teisin,communications,L,逓,1450
17635,逓減,27,"light-verb -suru attached",teigen,"gradual decrease",L,逓,1450
20412,逓送,12,"light-verb -suru attached",teisoo,forwarding,L,逓,1450
25715,逓増,2,"light-verb -suru attached",teizoo,"gradual increase",L,逓,1450
24144,駅逓,3,"general noun",ekitei,"delivery of packages",R,逓,1450
402,停止,26906,"light-verb -suru attached",teisi,suspension,L,停,1451
2042,停戦,4654,"light-verb -suru attached",teisen,armistice,L,停,1451
2594,停滞,3330,"light-verb -suru attached",teitai,stagnation,L,停,1451
3169,停電,2423,"light-verb -suru attached",teiden,"power outage",L,停,1451
3628,停車,1979,"light-verb -suru attached",teisya,stopping,L,停,1451
4749,停職,1213,"general noun",teisyoku,"suspension from office",L,停,1451
7354,停泊,490,"light-verb -suru attached",teihaku,anchorage,L,停,1451
10280,停船,203,"light-verb -suru attached",teisen,"stopping a ship",L,停,1451
11102,停学,162,"general noun",teigaku,"suspension from school",L,停,1451
12884,停留,101,"light-verb -suru attached",teiryuu,stop,L,停,1451
20677,停年,11,"general noun",teinen,"retirement age",L,停,1451
25712,停頓,2,"light-verb -suru attached",teiton,deadlock,L,停,1451
3317,調停,2285,"light-verb -suru attached",tyootei,arbitration,R,停,1451
3859,偵察,1765,"light-verb -suru attached",teisatu,"scout out",L,偵,1452
4039,探偵,1622,"light-verb -suru attached",tantei,detective,R,偵,1452
11061,内偵,164,"light-verb -suru attached",naitei,"secret investigation",R,偵,1452
17663,密偵,27,"general noun",mittei,spy,R,偵,1452
4349,堤防,1414,"general noun",teiboo,bank,L,堤,1453
17154,突堤,31,"general noun",tottei,breakwater,R,堤,1453
17197,堰堤,30,"general noun",entei,dam,R,堤,1453
21724,築堤,8,"light-verb -suru attached",tikutei,embankment,R,堤,1453
216,提出,40775,"light-verb -suru attached",teisyutu,"to present",L,提,1454
255,提供,37542,"light-verb -suru attached",teikyoo,offer,L,提,1454
363,提案,28693,"light-verb -suru attached",teian,proposal,L,提,1454
894,提携,13139,"light-verb -suru attached",teikei,cooperation,L,提,1454
963,提示,12149,"light-verb -suru attached",teizi,presentation,L,提,1454
1020,提言,11501,"light-verb -suru attached",teigen,proposal,L,提,1454
1247,提訴,8996,"light-verb -suru attached",teiso,"presenting a case",L,提,1454
1973,提唱,4911,"light-verb -suru attached",teisyoo,advocacy,L,提,1454
2504,提起,3521,"light-verb -suru attached",teiki,"bring suit",L,提,1454
11690,提督,138,"general noun",teitoku,admiral,L,提,1454
13183,提灯,93,"general noun",tyootin,"paper lantern",L,提,1454
17908,提議,25,"light-verb -suru attached",teigi,proposal,L,提,1454
23878,提要,4,"general noun",teiyoo,summary,L,提,1454
27278,提子,1,"general noun",hisage,"ceremonial sake decanter with a spout and semicircular handle",L,提,1454
1073,前提,11060,"general noun",zentei,preamble,R,提,1454
13344,菩提,89,"general noun",bodai,bodhi,R,提,1454
25425,手提,2,"general noun",tesage,handbag,R,提,1454
365,程度,28636,suffix,teido,degree,L,程,1455
1472,程度,7358,"general noun",teido,degree,L,程,1455
20142,程々,13,"possible to use as an adverb",hodohodo,moderately,L,程,1455
27282,程程,1,"possible to use as an adverb",hodohodo,moderately,L,程,1455
725,日程,16236,"general noun",nittei,schedule,R,程,1455
1301,過程,8599,"general noun",katei,process,R,程,1455
2546,課程,3436,"general noun",katei,course,R,程,1455
3364,工程,2243,"general noun",kootei,process,R,程,1455
4664,射程,1260,"general noun",syatei,range,R,程,1455
6912,行程,557,"general noun",kootei,journey,R,程,1455
7389,規程,483,"light-verb -suru attached",kitei,"official regulations",R,程,1455
7861,上程,416,"light-verb -suru attached",zyootei,introducing,R,程,1455
10482,道程,192,"general noun",dootei,distance,R,程,1455
11673,歴程,139,"general noun",rekitei,"a route or passage",R,程,1455
11838,音程,132,"general noun",ontei,"musical interval",R,程,1455
15196,旅程,54,"general noun",ryotei,itinerary,R,程,1455
18189,先程,23,"possible to use as an adverb",sakihodo,"some time ago",R,程,1455
19295,里程,17,"general noun",ritei,mileage,R,程,1455
20594,視程,11,"general noun",sitei,visibility,R,程,1455
21553,教程,8,"general noun",kyootei,curriculum,R,程,1455
21729,中程,8,"general noun",nakahodo,middle,R,程,1455
21852,路程,8,"general noun",rotei,distance,R,程,1455
24167,何程,3,"general noun",nanihodo,"how much",R,程,1455
25487,章程,2,"general noun",syootei,law,R,程,1455
27282,程程,1,"possible to use as an adverb",hodohodo,moderately,R,程,1455
18208,艇身,23,"general noun",teisin,"boat length",L,艇,1456
21744,艇庫,8,"general noun",teiko,boat-house,L,艇,1456
5367,艦艇,966,"general noun",kantei,"military vessel",R,艇,1456
10739,競艇,178,"general noun",kyootei,"boat race",R,艇,1456
13256,舟艇,91,"general noun",syuutei,boat,R,艇,1456
16272,漕艇,40,"general noun",sootei,rowing,R,艇,1456
25666,短艇,2,"general noun",tantei,boat,R,艇,1456
1712,締結,6057,"light-verb -suru attached",teiketu,conclusion,L,締,1457
3618,締約,1990,"light-verb -suru attached",teiyaku,"conclusion of a treaty",L,締,1457
20411,締切,12,"general noun",simekiri,deadline,L,締,1457
3094,取締,2529,"light-verb -suru attached",torisimari,control,R,締,1457
19153,元締,17,"light-verb -suru attached",motozime,manager,R,締,1457
26254,音締,1,"general noun",nezime,tune,R,締,1457
14789,諦観,60,"light-verb -suru attached",teikan,"clear vision",L,諦,1458
15615,諦念,48,"general noun",teinen,"understanding and acceptance",L,諦,1458
23343,妙諦,5,"general noun",myootei,"amazing truth",R,諦,1458
26967,真諦,1,"general noun",sintai,"ultimate truth",R,諦,1458
4613,泥沼,1288,"general noun",doronuma,bog,L,泥,1459
5568,泥棒,892,"general noun",doroboo,thief,L,泥,1459
7946,泥酔,405,"light-verb -suru attached",deisui,"dead drunk",L,泥,1459
11664,泥水,139,"general noun",doromizu,"muddy water",L,泥,1459
14096,泥縄,72,"general noun",doronawa,"braiding the rope only after the thief is caught",L,泥,1459
14312,泥炭,68,"general noun",deitan,peat,L,泥,1459
16753,泥土,35,"general noun",deido,mud,L,泥,1459
19453,泥道,16,"general noun",doromiti,"muddy road",L,泥,1459
21745,泥中,8,"general noun",deityuu,"in the mud or mire",L,泥,1459
21746,泥田,8,"general noun",dorota,"rice paddy with a thick layer of mud at the bottom",L,泥,1459
22684,泥海,6,"general noun",doroumi,"muddy sea",L,泥,1459
23222,泥濘,5,"general noun",nukarumi,quagmire,L,泥,1459
24656,泥鰌,3,"general noun",dozyoo,loach,L,泥,1459
10715,汚泥,179,"general noun",odei,"dirty mud",R,泥,1459
14508,拘泥,64,"light-verb -suru attached",koodei,"adherence to",R,泥,1459
16601,金泥,36,"general noun",kindei,"gold paint",R,泥,1459
21494,雲泥,8,"general noun",undei,"great difference",R,泥,1459
24460,春泥,3,"general noun",syundei,"spring sludge",R,泥,1459
26480,銀泥,1,"general noun",gindei,"silver paint",R,泥,1459
3302,的確,2299,"adjectival noun, na-adjective",tekikaku,precise,L,的,1460
3806,的中,1817,"light-verb -suru attached",tekityuu,"strike home",L,的,1460
25717,的屋,2,"general noun",tekiya,stall-keeper,L,的,1460
342,目的,30136,"general noun",mokuteki,purpose,R,的,1460
885,公的,13261,"adjectival noun, na-adjective",kooteki,public,R,的,1460
1493,法的,7190,"adjectival noun, na-adjective",hooteki,legal,R,的,1460
1788,知的,5768,"general noun",titeki,intellectual,R,的,1460
2511,標的,3509,"general noun",hyooteki,target,R,的,1460
2551,私的,3416,"adjectival noun, na-adjective",siteki,personal,R,的,1460
2738,量的,3044,"adjectival noun, na-adjective",ryooteki,substantively,R,的,1460
3067,性的,2564,"adjectival noun, na-adjective",seiteki,gender,R,的,1460
3469,劇的,2136,"adjectival noun, na-adjective",gekiteki,dramatic,R,的,1460
3983,人的,1658,"adjectival noun, na-adjective",zinteki,human,R,的,1460
5840,学的,801,"adjectival noun, na-adjective",gakuteki,scholarly,R,的,1460
5989,知的,764,"adjectival noun, na-adjective",titeki,intellectual,R,的,1460
7069,心的,533,"adjectival noun, na-adjective",sinteki,mental,R,的,1460
7345,端的,491,"adjectival noun, na-adjective",tanteki,frank,R,的,1460
7711,質的,435,"adjectival noun, na-adjective",situteki,qualitative,R,的,1460
8577,詩的,334,"adjectival noun, na-adjective",siteki,poetic,R,的,1460
9477,物的,253,"adjectival noun, na-adjective",butteki,material,R,的,1460
10117,史的,212,"adjectival noun, na-adjective",siteki,historic,R,的,1460
10903,美的,171,"adjectival noun, na-adjective",biteki,esthetic,R,的,1460
11755,病的,136,"adjectival noun, na-adjective",byooteki,abnormal,R,的,1460
12036,外的,126,"adjectival noun, na-adjective",gaiteki,external,R,的,1460
12525,内的,111,"adjectival noun, na-adjective",naiteki,inner,R,的,1460
13025,霊的,97,"adjectival noun, na-adjective",reiteki,spiritual,R,的,1460
13094,動的,95,"adjectival noun, na-adjective",dooteki,dynamic,R,的,1460
16629,静的,36,"adjectival noun, na-adjective",seiteki,static,R,的,1460
16958,美的,33,"general noun",biteki,esthetic,R,的,1460
18170,射的,23,"general noun",syateki,"target practice",R,的,1460
18217,内的,23,"general noun",naiteki,inner,R,的,1460
20544,金的,11,"general noun",kinteki,bull's-eye,R,的,1460
22622,全的,6,"adjectival noun, na-adjective",zenteki,total,R,的,1460
24429,取的,3,"general noun",toriteki,"low-ranking unsalaried wrestler",R,的,1460
25197,狂的,2,"adjectival noun, na-adjective",kyooteki,insane,R,的,1460
27102,素的,1,"adjectival noun, na-adjective",suteki,lovely,R,的,1460
27372,肉的,1,"adjectival noun, na-adjective",nikuteki,physical,R,的,1460
27285,笛竹,1,"general noun",huetake,"bamboo flute",L,笛,1461
9662,口笛,240,"general noun",kutibue,whistle,R,笛,1461
11340,汽笛,152,"general noun",kiteki,"steam whistle",R,笛,1461
12022,草笛,127,"general noun",kusabue,"reed pipe",R,笛,1461
13884,警笛,76,"general noun",keiteki,horn,R,笛,1461
16308,横笛,39,"general noun",yokobue,"transverse flute",R,笛,1461
16874,霧笛,34,"general noun",muteki,foghorn,R,笛,1461
17979,角笛,24,"general noun",tunobue,horn,R,笛,1461
18335,篠笛,22,"general noun",sinobue,"Japanese transverse bamboo flute",R,笛,1461
21077,龍笛,10,"general noun",ryooteki,"dragon flute",R,笛,1461
25289,鼓笛,2,"general noun",koteki,"drum and fife",R,笛,1461
26154,葦笛,1,"general noun",asibue,"reed pipe",R,笛,1461
27422,麦笛,1,"general noun",mugibue,"wheat-straw whistle",R,笛,1461
27618,牧笛,1,"general noun",bokuteki,"shepherds pipe",R,笛,1461
2093,摘発,4488,"light-verb -suru attached",tekihatu,exposing,L,摘,1462
4040,摘出,1621,"light-verb -suru attached",tekisyutu,"picking out",L,摘,1462
20988,摘果,10,"light-verb -suru attached",tekika,"thinning out superfluous fruit",L,摘,1462
24657,摘心,3,"light-verb -suru attached",tekisin,thinning,L,摘,1462
24658,摘要,3,"light-verb -suru attached",tekiyoo,summary,L,摘,1462
27284,摘録,1,"light-verb -suru attached",tekiroku,summary,L,摘,1462
73,指摘,73359,"light-verb -suru attached",siteki,"pointing out",R,摘,1462
19035,滴滴,18,"general noun",tekiteki,dripping,L,滴,1463
23223,滴下,5,"light-verb -suru attached",tekika,drip,L,滴,1463
3715,点滴,1902,"light-verb -suru attached",tenteki,raindrops,R,滴,1463
9333,水滴,265,"general noun",suiteki,"drop of water",R,滴,1463
13198,一滴,92,"possible to use as an adverb",itteki,drop,R,滴,1463
18125,雨滴,23,"general noun",uteki,raindrops,R,滴,1463
19035,滴滴,18,"general noun",tekiteki,dripping,R,滴,1463
22290,余滴,7,"general noun",yoteki,drippings,R,滴,1463
797,適用,14885,"light-verb -suru attached",tekiyoo,applying,L,適,1464
865,適時,13506,"general noun",tekizi,timely,L,適,1464
1369,適切,8022,"adjectival noun, na-adjective",tekisetu,pertinent,L,適,1464
1970,適正,4921,"adjectival noun, na-adjective",tekisei,reasonable,L,適,1464
3599,適当,2012,"adjectival noun, na-adjective",tekitoo,suitable,L,適,1464
4131,適応,1564,"light-verb -suru attached",tekioo,adaptation,L,適,1464
5311,適性,986,"general noun",tekisei,aptitude,L,適,1464
5364,適合,968,"light-verb -suru attached",tekigoo,conformity,L,適,1464
5712,適度,838,"adjectival noun, na-adjective",tekido,moderate,L,適,1464
6199,適格,708,"general noun",tekikaku,eligible,L,適,1464
7557,適量,458,"general noun",tekiryoo,"proper quantity",L,適,1464
8104,適宜,384,"adjectival noun, na-adjective",tekigi,suitable,L,適,1464
8380,適法,355,"general noun",tekihoo,legality,L,適,1464
8497,適任,344,"adjectival noun, na-adjective",tekinin,competent,L,適,1464
8687,適法,323,"adjectival noun, na-adjective",tekihoo,legality,L,適,1464
9573,適格,246,"adjectival noun, na-adjective",tekikaku,eligible,L,適,1464
10304,適否,202,"general noun",tekihi,propriety,L,適,1464
12176,適齢,122,"general noun",tekirei,"suitable age",L,適,1464
12390,適地,115,"general noun",tekiti,"suitable place",L,適,1464
13135,適温,94,"general noun",tekion,"suitable or moderate temperature",L,適,1464
14203,適任,70,"general noun",tekinin,competent,L,適,1464
14790,適材,60,"general noun",tekizai,"man fit for the post",L,適,1464
16277,適期,40,"general noun",tekki,"proper time",L,適,1464
16643,適役,36,"general noun",tekiyaku,"suitable post or role",L,適,1464
16754,適職,35,"general noun",tekisyoku,"suitable occupation",L,適,1464
17151,適切,31,"general noun",tekisetu,pertinent,L,適,1464
17392,適正,29,"general noun",tekisei,reasonable,L,適,1464
20143,適所,13,"general noun",tekisyo,"the right place",L,適,1464
22183,適作,7,"general noun",tekisaku,"suitable crop",L,適,1464
23224,適例,5,"general noun",tekirei,exemplification,L,適,1464
24659,適時,3,"adjectival noun, na-adjective",tekizi,timely,L,適,1464
24660,適訳,3,"general noun",tekiyaku,"proper or suitable translation",L,適,1464
27286,適者,1,"general noun",tekisya,"suitable person",L,適,1464
27287,適中,1,"light-verb -suru attached",tekityuu,"strike home",L,適,1464
3210,快適,2384,"adjectival noun, na-adjective",kaiteki,pleasant,R,適,1464
5276,最適,999,"adjectival noun, na-adjective",saiteki,optimum,R,適,1464
5890,最適,790,"general noun",saiteki,optimum,R,適,1464
12371,快適,115,"general noun",kaiteki,pleasant,R,適,1464
14996,不適,57,"adjectival noun, na-adjective",huteki,inadequacy,R,適,1464
16608,好適,36,"adjectival noun, na-adjective",kooteki,ideal,R,適,1464
17525,不適,28,"general noun",huteki,inadequacy,R,適,1464
22058,自適,7,"light-verb -suru attached",ziteki,"living free from worldly care",R,適,1464
25315,好適,2,"general noun",kooteki,ideal,R,適,1464
3030,敵対,2605,"light-verb -suru attached",tekitai,hostility,L,敵,1465
4249,敵失,1487,"general noun",tekisitu,"error made by the enemy or opposing team",L,敵,1465
5820,敵視,808,"light-verb -suru attached",tekisi,"as hostile",L,敵,1465
7723,敵国,434,"general noun",tekkoku,"enemy nation",L,敵,1465
8253,敵陣,367,"general noun",tekizin,"enemy camp or line",L,敵,1465
8616,敵意,330,"general noun",tekii,hostility,L,敵,1465
11084,敵役,163,"general noun",katakiyaku,"role of the villain",L,敵,1465
15055,敵性,56,"general noun",tekisei,"inimical character",L,敵,1465
15170,敵前,54,"general noun",tekizen,"in the presence of the enemy",L,敵,1465
15319,敵艦,52,"general noun",tekikan,"enemy ship",L,敵,1465
18395,敵討,22,"general noun",katakiuti,vengeance,L,敵,1465
19663,敵情,15,"general noun",tekizyoo,"enemy movements",L,敵,1465
21331,敵襲,9,"general noun",tekisyuu,"enemy attack or raid",L,敵,1465
23879,敵手,4,"general noun",tekisyu,rival,L,敵,1465
25716,敵勢,2,"general noun",tekisei,"enemy's strength or fighting power",L,敵,1465
4454,匹敵,1367,"light-verb -suru attached",hitteki,"comparing with",R,敵,1465
6283,強敵,688,"general noun",kyooteki,"formidable enemy",R,敵,1465
7135,宿敵,522,"general noun",syukuteki,"old enemy",R,敵,1465
8190,天敵,374,"general noun",tenteki,"natural enemy",R,敵,1465
8733,政敵,319,"general noun",seiteki,"political opponent",R,敵,1465
9588,素敵,245,"adjectival noun, na-adjective",suteki,lovely,R,敵,1465
10518,不敵,190,"adjectival noun, na-adjective",huteki,daring,R,敵,1465
10523,外敵,189,"general noun",gaiteki,"foreign enemy",R,敵,1465
10729,大敵,179,"general noun",taiteki,"great rival",R,敵,1465
10906,無敵,171,"general noun",muteki,invincible,R,敵,1465
11356,無敵,152,"adjectival noun, na-adjective",muteki,invincible,R,敵,1465
15657,仇敵,47,"general noun",kyuuteki,"bitter enemy",R,敵,1465
15716,恋敵,47,"general noun",koigataki,"one's rival in love",R,敵,1465
15955,利敵,44,"general noun",riteki,"benefitting the enemy",R,敵,1465
18259,論敵,23,"general noun",ronteki,"opponent in a debate or argument",R,敵,1465
18785,碁敵,19,"general noun",gogataki,go,R,敵,1465
19446,朝敵,16,"general noun",tyooteki,"an enemy of the court",R,敵,1465
19878,対敵,14,"general noun",taiteki,"confronting the enemy",R,敵,1465
20177,不敵,13,"general noun",huteki,daring,R,敵,1465
24377,索敵,3,"general noun",sakuteki,"searching for the enemy",R,敵,1465
26223,怨敵,1,"general noun",onteki,"sworn enemy",R,敵,1465
26742,残敵,1,"general noun",zanteki,"remnants of an enemy army",R,敵,1465
13904,溺愛,76,"light-verb -suru attached",dekiai,doting,L,溺,1466
16358,溺死,39,"light-verb -suru attached",dekisi,"death by drowning",L,溺,1466
17502,耽溺,28,"light-verb -suru attached",tandeki,indulgence,R,溺,1466
24942,惑溺,3,"light-verb -suru attached",wakudeki,"being addicted or given over to",R,溺,1466
2715,更迭,3094,"light-verb -suru attached",kootetu,change,R,迭,1467
2002,哲学,4811,"general noun",tetugaku,philosophy,L,哲,1468
15105,哲人,55,"general noun",tetuzin,"wise man",L,哲,1468
17910,哲理,25,"general noun",teturi,"philosophic principles",L,哲,1468
12396,変哲,115,"general noun",hentetu,unusual,R,哲,1468
17789,明哲,26,"general noun",meitetu,wisdom,R,哲,1468
19631,先哲,15,"general noun",sentetu,"ancient wise men",R,哲,1468
20856,賢哲,10,"general noun",kentetu,"wise man",R,哲,1468
24550,聖哲,3,"general noun",seitetu,"wise man",R,哲,1468
25554,西哲,2,"general noun",seitetu,"western philosopher",R,哲,1468
1080,鉄道,11015,"general noun",tetudoo,railroad,L,鉄,1469
2015,鉄鋼,4762,"general noun",tekkoo,"iron and steel",L,鉄,1469
5476,鉄棒,921,"general noun",tetuboo,"iron rod",L,鉄,1469
5809,鉄骨,813,"general noun",tekkotu,"steel frame",L,鉄,1469
5992,鉄筋,763,"general noun",tekkin,rebar,L,鉄,1469
6751,鉄板,588,"general noun",teppan,"iron plate",L,鉄,1469
7429,鉄人,477,"general noun",tetuzin,"iron man",L,鉄,1469
7570,鉄鉱,456,"general noun",tekkoo,"iron ore",L,鉄,1469
7605,鉄砲,451,"general noun",teppoo,gun,L,鉄,1469
7705,鉄腕,436,"general noun",tetuwan,"strong arm",L,鉄,1469
7917,鉄工,408,"general noun",tekkoo,ironworking,L,鉄,1469
8628,鉄則,329,"general noun",tessoku,"ironclad regulation",L,鉄,1469
9033,鉄分,290,"general noun",tetubun,iron,L,鉄,1469
9465,鉄塔,254,"general noun",tettoo,pylon,L,鉄,1469
9738,鉄橋,236,"general noun",tekkyoo,"railway bridge",L,鉄,1469
9767,鉄壁,234,"general noun",teppeki,"iron wall",L,鉄,1469
13714,鉄柱,80,"general noun",tettyuu,"iron pole",L,鉄,1469
14154,鉄器,71,"general noun",tekki,ironware,L,鉄,1469
14313,鉄路,68,"general noun",teturo,railroad,L,鉄,1469
15537,鉄線,49,"general noun",tessen,wire,L,鉄,1469
16188,鉄輪,41,"general noun",teturin,"metal ring",L,鉄,1469
16359,鉄瓶,39,"general noun",tetubin,"iron kettle",L,鉄,1469
16550,鉄拳,37,"general noun",tekken,fist,L,鉄,1469
16644,鉄片,36,"general noun",teppen,"iron scraps",L,鉄,1469
